Record_ID,Base_Ingredient_Name,Dish_Variant_Name,Category,Cooking_Method,Fat_Medium_Used,Moisture_g,Energy_kcal,Protein_g,Total_Fat_g,Carbohydrate_g,Dietary_Fiber_g,Sugars_g,Calcium_mg,Iron_mg,Zinc_mg,Potassium_mg,Sodium_mg,Vitamin_C_mg,Thiamin_B1_mg,Folate_mcg,Glycemic_Index_Est,NOVA_Group
IND-005500,Fish (Pomfret),"Fish (Pomfret) (Gravy-Stewed in Sunflower Oil, Gujarati Style) [Restaurant-Style]",Meats/Poultry,Gravy-Stewed,Sunflower Oil,84.4,170.0,11.44,12.03,4.0,0.0,0.0,23.97,0.56,0.38,178.18,398.76,0.0,0.017,4.1,0,3
IND-005501,Fish (Pomfret),"Fish (Pomfret) (Gravy-Stewed in Sunflower Oil, Maharashtrian Style) [Home-Style]",Meats/Poultry,Gravy-Stewed,Sunflower Oil,82.7,158.2,12.66,11.28,1.5,0.0,0.0,26.53,0.62,0.42,197.22,353.44,0.0,0.019,4.5,0,3
IND-005502,Fish (Pomfret),"Fish (Pomfret) (Gravy-Stewed in Sunflower Oil, Maharashtrian Style) [Low-Oil (Light)]",Meats/Poultry,Gravy-Stewed,Sunflower Oil,82.5,130.3,12.8,8.13,1.5,0.0,0.0,26.8,0.63,0.42,199.27,236.94,0.0,0.019,4.5,0,3
IND-005503,Fish (Pomfret),"Fish (Pomfret) (Gravy-Stewed in Sunflower Oil, Maharashtrian Style) [Rich/Festive]",Meats/Poultry,Gravy-Stewed,Sunflower Oil,81.9,190.9,13.23,14.66,1.5,0.0,0.0,27.72,0.65,0.43,206.11,472.62,0.0,0.02,4.7,0,3
IND-005504,Fish (Pomfret),"Fish (Pomfret) (Gravy-Stewed in Sunflower Oil, Maharashtrian Style) [Restaurant-Style]",Meats/Poultry,Gravy-Stewed,Sunflower Oil,78.3,196.5,15.87,14.11,1.5,0.0,0.0,33.24,0.78,0.52,247.15,430.7,0.0,0.023,5.6,0,3
IND-005505,Fish (Pomfret),"Fish (Pomfret) (Gravy-Stewed in Sunflower Oil, Hyderabadi Style) [Home-Style]",Meats/Poultry,Gravy-Stewed,Sunflower Oil,84.5,160.4,11.33,12.34,1.0,0.0,0.0,23.74,0.56,0.37,176.47,358.34,0.0,0.017,4.0,0,3
IND-005506,Fish (Pomfret),"Fish (Pomfret) (Gravy-Stewed in Sunflower Oil, Hyderabadi Style) [Low-Oil (Light)]",Meats/Poultry,Gravy-Stewed,Sunflower Oil,82.4,136.4,12.88,8.98,1.0,0.0,0.0,26.99,0.63,0.42,200.64,247.28,0.0,0.019,4.6,0,3
IND-005507,Fish (Pomfret),"Fish (Pomfret) (Gravy-Stewed in Sunflower Oil, Hyderabadi Style) [Rich/Festive]",Meats/Poultry,Gravy-Stewed,Sunflower Oil,85.0,193.0,11.01,16.1,1.0,0.0,0.0,23.06,0.54,0.36,171.46,474.11,0.0,0.016,3.9,0,3
IND-005508,Fish (Pomfret),"Fish (Pomfret) (Gravy-Stewed in Sunflower Oil, Hyderabadi Style) [Restaurant-Style]",Meats/Poultry,Gravy-Stewed,Sunflower Oil,81.8,193.8,13.35,15.16,1.0,0.0,0.0,27.97,0.66,0.44,207.94,431.07,0.0,0.02,4.7,0,3
IND-005509,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Ghee) [Home-Style],Meats/Poultry,Griddled (Tava),Ghee,71.6,170.1,21.02,9.56,0.0,0.0,0.0,45.39,1.04,0.7,339.02,191.09,0.0,0.038,9.9,0,3
IND-005510,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Ghee) [Low-Oil (Light)],Meats/Poultry,Griddled (Tava),Ghee,66.2,187.1,25.05,9.66,0.0,0.0,0.0,54.1,1.24,0.83,404.03,157.14,0.0,0.045,11.8,0,3
IND-005511,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Ghee) [Rich/Festive],Meats/Poultry,Griddled (Tava),Ghee,65.8,211.0,25.35,12.18,0.0,0.0,0.0,54.74,1.26,0.84,408.81,257.28,0.0,0.046,12.0,0,3
IND-005512,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Ghee) [Restaurant-Style],Meats/Poultry,Griddled (Tava),Ghee,65.2,209.2,25.78,11.78,0.0,0.0,0.0,55.66,1.28,0.85,415.74,236.94,0.0,0.046,12.2,0,3
IND-005513,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Groundnut Oil) [Home-Style],Meats/Poultry,Griddled (Tava),Groundnut Oil,63.5,211.9,27.05,11.52,0.0,0.0,0.0,58.4,1.34,0.89,436.17,214.33,0.0,0.049,12.8,0,3
IND-005514,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Groundnut Oil) [Low-Oil (Light)],Meats/Poultry,Griddled (Tava),Groundnut Oil,64.5,195.6,26.28,10.06,0.0,0.0,0.0,56.75,1.3,0.87,423.87,161.89,0.0,0.047,12.4,0,3
IND-005515,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Groundnut Oil) [Rich/Festive],Meats/Poultry,Griddled (Tava),Groundnut Oil,66.7,206.3,24.67,11.96,0.0,0.0,0.0,53.26,1.22,0.82,397.82,254.65,0.0,0.044,11.7,0,3
IND-005516,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Groundnut Oil) [Restaurant-Style],Meats/Poultry,Griddled (Tava),Groundnut Oil,65.2,209.3,25.8,11.79,0.0,0.0,0.0,55.71,1.28,0.85,416.1,237.03,0.0,0.046,12.2,0,3
IND-005517,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Mustard Oil) [Home-Style],Meats/Poultry,Griddled (Tava),Mustard Oil,70.2,177.5,22.1,9.91,0.0,0.0,0.0,47.71,1.1,0.73,356.35,195.24,0.0,0.04,10.4,0,3
IND-005518,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Mustard Oil) [Low-Oil (Light)],Meats/Poultry,Griddled (Tava),Mustard Oil,66.1,187.7,25.14,9.68,0.0,0.0,0.0,54.29,1.25,0.83,405.46,157.48,0.0,0.045,11.9,0,3
IND-005519,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Mustard Oil) [Rich/Festive],Meats/Poultry,Griddled (Tava),Mustard Oil,67.4,202.9,24.17,11.8,0.0,0.0,0.0,52.19,1.2,0.8,389.81,252.74,0.0,0.043,11.4,0,3
IND-005520,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Mustard Oil) [Restaurant-Style],Meats/Poultry,Griddled (Tava),Mustard Oil,70.4,182.7,21.96,10.54,0.0,0.0,0.0,47.42,1.09,0.73,354.2,222.22,0.0,0.04,10.4,0,3
IND-005521,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava)) [Home-Style],Meats/Poultry,Griddled (Tava),No Added Fat,69.0,159.5,22.99,7.5,0.0,0.0,0.0,49.65,1.14,0.76,370.81,198.69,0.0,0.041,10.9,0,3
IND-005522,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava)) [Low-Oil (Light)],Meats/Poultry,Griddled (Tava),No Added Fat,63.5,187.6,27.05,8.82,0.0,0.0,0.0,58.42,1.34,0.89,436.29,164.86,0.0,0.049,12.8,0,3
IND-005523,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava)) [Rich/Festive],Meats/Poultry,Griddled (Tava),No Added Fat,68.0,164.3,23.7,7.73,0.0,0.0,0.0,51.17,1.18,0.78,382.16,250.91,0.0,0.043,11.2,0,3
IND-005524,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava)) [Restaurant-Style],Meats/Poultry,Griddled (Tava),No Added Fat,63.2,188.9,27.24,8.88,0.0,0.0,0.0,58.82,1.35,0.9,439.28,242.57,0.0,0.049,12.9,0,3
IND-005525,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Refined Oil) [Home-Style],Meats/Poultry,Griddled (Tava),Refined Oil,70.6,175.1,21.75,9.79,0.0,0.0,0.0,46.96,1.08,0.72,350.73,193.89,0.0,0.039,10.3,0,3
IND-005526,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Refined Oil) [Low-Oil (Light)],Meats/Poultry,Griddled (Tava),Refined Oil,69.3,171.2,22.76,8.91,0.0,0.0,0.0,49.15,1.13,0.75,367.1,148.31,0.0,0.041,10.8,0,3
IND-005527,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Refined Oil) [Rich/Festive],Meats/Poultry,Griddled (Tava),Refined Oil,65.2,213.9,25.76,12.32,0.0,0.0,0.0,55.63,1.28,0.85,415.5,258.88,0.0,0.046,12.2,0,3
IND-005528,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Refined Oil) [Restaurant-Style],Meats/Poultry,Griddled (Tava),Refined Oil,66.5,202.4,24.81,11.47,0.0,0.0,0.0,53.57,1.23,0.82,400.09,233.2,0.0,0.045,11.7,0,3
IND-005529,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Sunflower Oil) [Home-Style],Meats/Poultry,Griddled (Tava),Sunflower Oil,66.2,198.2,25.08,10.88,0.0,0.0,0.0,54.14,1.24,0.83,404.39,206.73,0.0,0.045,11.8,0,3
IND-005530,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Sunflower Oil) [Low-Oil (Light)],Meats/Poultry,Griddled (Tava),Sunflower Oil,72.2,156.3,20.61,8.21,0.0,0.0,0.0,44.51,1.02,0.68,332.45,140.02,0.0,0.037,9.7,0,3
IND-005531,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Sunflower Oil) [Rich/Festive],Meats/Poultry,Griddled (Tava),Sunflower Oil,70.6,186.3,21.78,11.02,0.0,0.0,0.0,47.02,1.08,0.72,351.21,243.51,0.0,0.039,10.3,0,3
IND-005532,Fish (Pomfret),Fish (Pomfret) (Griddled (Tava) in Sunflower Oil) [Restaurant-Style],Meats/Poultry,Griddled (Tava),Sunflower Oil,71.1,178.7,21.39,10.35,0.0,0.0,0.0,46.18,1.06,0.71,344.88,219.99,0.0,0.038,10.1,0,3
IND-005533,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked with Ghee) [Home-Style],Meats/Poultry,Pressure-Cooked,Ghee,79.5,117.9,14.94,6.46,0.0,0.0,0.0,30.81,0.73,0.49,228.51,111.91,0.0,0.025,6.4,0,3
IND-005534,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked with Ghee) [Low-Oil (Light)],Meats/Poultry,Pressure-Cooked,Ghee,77.7,121.0,16.25,6.22,0.0,0.0,0.0,33.49,0.8,0.53,248.42,92.12,0.0,0.027,6.9,0,3
IND-005535,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked with Ghee) [Rich/Festive],Meats/Poultry,Pressure-Cooked,Ghee,79.0,126.4,15.28,7.25,0.0,0.0,0.0,31.5,0.75,0.5,233.62,137.94,0.0,0.025,6.5,0,3
IND-005536,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked with Ghee) [Restaurant-Style],Meats/Poultry,Pressure-Cooked,Ghee,78.2,127.8,15.87,7.15,0.0,0.0,0.0,32.72,0.78,0.52,242.64,129.18,0.0,0.026,6.8,0,3
IND-005537,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked with Mustard Oil) [Home-Style],Meats/Poultry,Pressure-Cooked,Mustard Oil,77.5,127.8,16.35,6.93,0.0,0.0,0.0,33.7,0.8,0.53,249.98,117.26,0.0,0.027,7.0,0,3
IND-005538,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked with Mustard Oil) [Low-Oil (Light)],Meats/Poultry,Pressure-Cooked,Mustard Oil,79.2,113.0,15.1,5.84,0.0,0.0,0.0,31.14,0.74,0.49,230.96,87.77,0.0,0.025,6.4,0,3
IND-005539,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked with Mustard Oil) [Rich/Festive],Meats/Poultry,Pressure-Cooked,Mustard Oil,78.3,129.7,15.76,7.41,0.0,0.0,0.0,32.49,0.77,0.51,240.97,139.77,0.0,0.026,6.7,0,3
IND-005540,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked with Mustard Oil) [Restaurant-Style],Meats/Poultry,Pressure-Cooked,Mustard Oil,77.6,131.0,16.33,7.3,0.0,0.0,0.0,33.66,0.8,0.53,249.64,130.93,0.0,0.027,7.0,0,3
IND-005541,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked) [Home-Style],Meats/Poultry,Pressure-Cooked,No Added Fat,77.0,116.9,16.73,5.56,0.0,0.0,0.0,34.48,0.82,0.55,255.76,118.7,0.0,0.028,7.1,0,1
IND-005542,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked) [Low-Oil (Light)],Meats/Poultry,Pressure-Cooked,No Added Fat,79.5,104.2,14.91,4.95,0.0,0.0,0.0,30.75,0.73,0.49,228.06,87.05,0.0,0.025,6.4,0,1
IND-005543,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked) [Rich/Festive],Meats/Poultry,Pressure-Cooked,No Added Fat,77.8,112.7,16.12,5.36,0.0,0.0,0.0,33.24,0.79,0.53,246.53,141.15,0.0,0.027,6.9,0,1
IND-005544,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked) [Restaurant-Style],Meats/Poultry,Pressure-Cooked,No Added Fat,76.8,117.8,16.85,5.6,0.0,0.0,0.0,34.74,0.83,0.55,257.65,132.92,0.0,0.028,7.2,0,1
IND-005545,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked with Refined Oil) [Home-Style],Meats/Poultry,Pressure-Cooked,Refined Oil,76.4,133.3,17.14,7.19,0.0,0.0,0.0,35.34,0.84,0.56,262.11,120.28,0.0,0.028,7.3,0,3
IND-005546,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked with Refined Oil) [Low-Oil (Light)],Meats/Poultry,Pressure-Cooked,Refined Oil,79.6,111.3,14.86,5.76,0.0,0.0,0.0,30.63,0.73,0.48,227.17,86.83,0.0,0.025,6.3,0,3
IND-005547,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked with Refined Oil) [Rich/Festive],Meats/Poultry,Pressure-Cooked,Refined Oil,76.1,140.9,17.36,7.94,0.0,0.0,0.0,35.79,0.85,0.57,265.44,145.86,0.0,0.029,7.4,0,3
IND-005548,Fish (Pomfret),Fish (Pomfret) (Pressure-Cooked with Refined Oil) [Restaurant-Style],Meats/Poultry,Pressure-Cooked,Refined Oil,79.4,121.4,14.95,6.84,0.0,0.0,0.0,30.82,0.73,0.49,228.62,125.69,0.0,0.025,6.4,0,3
IND-005549,Fish (Pomfret),Fish (Pomfret) (Raw),Meats/Poultry,Raw,No Added Fat,76.0,124.2,18.0,5.8,0.0,0.0,0.0,40.0,0.9,0.6,300.0,70.0,0.0,0.04,12.0,0,1
IND-005550,Fish (Pomfret),Fish (Pomfret) (Roasted with Ghee) [Home-Style],Meats/Poultry,Roasted,Ghee,67.6,175.0,24.1,8.73,0.0,0.0,0.0,52.41,1.2,0.8,391.88,103.14,0.0,0.044,11.7,0,3
IND-005551,Fish (Pomfret),Fish (Pomfret) (Roasted with Ghee) [Low-Oil (Light)],Meats/Poultry,Roasted,Ghee,66.6,176.2,24.79,8.56,0.0,0.0,0.0,53.93,1.23,0.82,403.24,101.34,0.0,0.046,12.0,0,3
IND-005552,Fish (Pomfret),Fish (Pomfret) (Roasted with Ghee) [Rich/Festive],Meats/Poultry,Roasted,Ghee,67.4,179.7,24.24,9.19,0.0,0.0,0.0,52.74,1.2,0.8,394.29,108.21,0.0,0.045,11.7,0,3
IND-005553,Fish (Pomfret),Fish (Pomfret) (Roasted with Ghee) [Restaurant-Style],Meats/Poultry,Roasted,Ghee,70.9,160.1,21.66,8.17,0.0,0.0,0.0,47.11,1.08,0.72,352.23,96.22,0.0,0.04,10.5,0,3
IND-005554,Fish (Pomfret),Fish (Pomfret) (Roasted) [Home-Style],Meats/Poultry,Roasted,No Added Fat,69.4,157.7,22.77,7.4,0.0,0.0,0.0,49.52,1.13,0.75,370.24,98.0,0.0,0.042,11.0,0,3
IND-005555,Fish (Pomfret),Fish (Pomfret) (Roasted) [Low-Oil (Light)],Meats/Poultry,Roasted,No Added Fat,66.7,171.6,24.78,8.06,0.0,0.0,0.0,53.9,1.23,0.82,403.0,101.28,0.0,0.046,12.0,0,3
IND-005556,Fish (Pomfret),Fish (Pomfret) (Roasted) [Rich/Festive],Meats/Poultry,Roasted,No Added Fat,71.1,148.8,21.48,6.98,0.0,0.0,0.0,46.72,1.07,0.71,349.33,97.53,0.0,0.039,10.4,0,3
IND-005557,Fish (Pomfret),Fish (Pomfret) (Roasted) [Restaurant-Style],Meats/Poultry,Roasted,No Added Fat,72.0,144.0,20.8,6.76,0.0,0.0,0.0,45.23,1.03,0.69,338.21,92.88,0.0,0.038,10.1,0,3
IND-005558,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Coconut Oil) [Home-Style],Meats/Poultry,Shallow-Fried (Tadka),Coconut Oil,63.9,222.9,26.65,12.92,0.0,0.0,0.0,57.13,1.32,0.88,426.19,292.6,0.0,0.046,11.9,0,3
IND-005559,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Coconut Oil) [Low-Oil (Light)],Meats/Poultry,Shallow-Fried (Tadka),Coconut Oil,64.9,200.9,25.93,10.79,0.0,0.0,0.0,55.57,1.28,0.86,414.62,204.32,0.0,0.044,11.6,0,3
IND-005560,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Coconut Oil) [Rich/Festive],Meats/Poultry,Shallow-Fried (Tadka),Coconut Oil,61.7,251.4,28.31,15.35,0.0,0.0,0.0,60.67,1.4,0.93,452.66,384.47,0.0,0.049,12.6,0,3
IND-005561,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Coconut Oil) [Restaurant-Style],Meats/Poultry,Shallow-Fried (Tadka),Coconut Oil,65.3,225.2,25.63,13.63,0.0,0.0,0.0,54.93,1.27,0.85,409.78,336.15,0.0,0.044,11.4,0,3
IND-005562,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Ghee) [Home-Style],Meats/Poultry,Shallow-Fried (Tadka),Ghee,61.5,235.4,28.45,13.51,0.0,0.0,0.0,60.97,1.41,0.94,454.9,299.51,0.0,0.049,12.7,0,3
IND-005563,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Ghee) [Low-Oil (Light)],Meats/Poultry,Shallow-Fried (Tadka),Ghee,57.7,237.6,31.23,12.53,0.0,0.0,0.0,66.93,1.55,1.03,499.31,224.71,0.0,0.054,13.9,0,3
IND-005564,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Ghee) [Rich/Festive],Meats/Poultry,Shallow-Fried (Tadka),Ghee,57.7,271.9,31.26,16.32,0.0,0.0,0.0,67.01,1.55,1.03,499.9,395.85,0.0,0.054,14.0,0,3
IND-005565,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Ghee) [Restaurant-Style],Meats/Poultry,Shallow-Fried (Tadka),Ghee,66.8,217.7,24.55,13.28,0.0,0.0,0.0,52.61,1.21,0.81,392.53,332.0,0.0,0.042,11.0,0,3
IND-005566,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Groundnut Oil) [Home-Style],Meats/Poultry,Shallow-Fried (Tadka),Groundnut Oil,66.4,209.9,24.79,12.31,0.0,0.0,0.0,53.12,1.23,0.82,396.31,285.41,0.0,0.042,11.1,0,3
IND-005567,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Groundnut Oil) [Low-Oil (Light)],Meats/Poultry,Shallow-Fried (Tadka),Groundnut Oil,65.4,198.4,25.58,10.68,0.0,0.0,0.0,54.83,1.27,0.84,409.07,202.98,0.0,0.044,11.4,0,3
IND-005568,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Groundnut Oil) [Rich/Festive],Meats/Poultry,Shallow-Fried (Tadka),Groundnut Oil,65.4,232.5,25.58,14.46,0.0,0.0,0.0,54.83,1.27,0.84,409.07,373.98,0.0,0.044,11.4,0,3
IND-005569,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Groundnut Oil) [Restaurant-Style],Meats/Poultry,Shallow-Fried (Tadka),Groundnut Oil,56.9,268.6,31.87,15.68,0.0,0.0,0.0,68.31,1.58,1.05,509.59,360.18,0.0,0.055,14.2,0,3
IND-005570,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Mustard Oil) [Home-Style],Meats/Poultry,Shallow-Fried (Tadka),Mustard Oil,55.8,264.3,32.62,14.87,0.0,0.0,0.0,69.9,1.61,1.08,521.52,315.55,0.0,0.056,14.6,0,3
IND-005571,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Mustard Oil) [Low-Oil (Light)],Meats/Poultry,Shallow-Fried (Tadka),Mustard Oil,55.5,249.1,32.88,13.07,0.0,0.0,0.0,70.47,1.63,1.08,525.77,231.08,0.0,0.056,14.7,0,3
IND-005572,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Mustard Oil) [Rich/Festive],Meats/Poultry,Shallow-Fried (Tadka),Mustard Oil,58.0,270.4,31.04,16.24,0.0,0.0,0.0,66.53,1.54,1.02,496.36,394.99,0.0,0.053,13.9,0,3
IND-005573,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Mustard Oil) [Restaurant-Style],Meats/Poultry,Shallow-Fried (Tadka),Mustard Oil,61.7,243.9,28.32,14.51,0.0,0.0,0.0,60.69,1.4,0.93,452.77,346.5,0.0,0.049,12.6,0,3
IND-005574,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Refined Oil) [Home-Style],Meats/Poultry,Shallow-Fried (Tadka),Refined Oil,62.6,229.8,27.65,13.25,0.0,0.0,0.0,59.26,1.37,0.91,442.14,296.44,0.0,0.047,12.4,0,3
IND-005575,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Refined Oil) [Low-Oil (Light)],Meats/Poultry,Shallow-Fried (Tadka),Refined Oil,66.2,194.0,24.95,10.47,0.0,0.0,0.0,53.47,1.23,0.82,398.91,200.53,0.0,0.043,11.1,0,3
IND-005576,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Refined Oil) [Rich/Festive],Meats/Poultry,Shallow-Fried (Tadka),Refined Oil,58.1,269.6,30.92,16.21,0.0,0.0,0.0,66.28,1.53,1.02,494.47,394.54,0.0,0.053,13.8,0,3
IND-005577,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Refined Oil) [Restaurant-Style],Meats/Poultry,Shallow-Fried (Tadka),Refined Oil,62.0,242.4,28.1,14.44,0.0,0.0,0.0,60.23,1.39,0.93,449.35,345.68,0.0,0.048,12.6,0,3
IND-005578,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Sunflower Oil) [Home-Style],Meats/Poultry,Shallow-Fried (Tadka),Sunflower Oil,57.9,253.6,31.07,14.36,0.0,0.0,0.0,66.6,1.54,1.03,496.83,309.61,0.0,0.053,13.9,0,3
IND-005579,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Sunflower Oil) [Low-Oil (Light)],Meats/Poultry,Shallow-Fried (Tadka),Sunflower Oil,55.6,248.3,32.76,13.03,0.0,0.0,0.0,70.22,1.62,1.08,523.88,230.62,0.0,0.056,14.6,0,3
IND-005580,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Sunflower Oil) [Rich/Festive],Meats/Poultry,Shallow-Fried (Tadka),Sunflower Oil,64.2,238.5,26.45,14.74,0.0,0.0,0.0,56.7,1.31,0.87,423.01,377.33,0.0,0.045,11.8,0,3
IND-005581,Fish (Pomfret),Fish (Pomfret) (Shallow-Fried (Tadka) in Sunflower Oil) [Restaurant-Style],Meats/Poultry,Shallow-Fried (Tadka),Sunflower Oil,55.6,275.2,32.82,15.99,0.0,0.0,0.0,70.35,1.62,1.08,524.83,363.85,0.0,0.056,14.7,0,3
IND-005582,Fish (Rohu),Fish (Rohu) (Boiled),Meats/Poultry,Boiled,No Added Fat,79.0,71.2,14.8,1.34,0.0,0.0,0.0,22.34,0.59,0.59,188.12,50.97,0.0,0.037,8.6,0,1
IND-005583,Fish (Rohu),Fish (Rohu) (Deep-Fried in Coconut Oil) [Home-Style],Meats/Poultry,Deep-Fried,Coconut Oil,41.7,281.7,43.18,12.11,0.0,0.0,0.0,74.7,1.8,1.8,643.31,294.18,0.0,0.09,21.9,0,3
IND-005584,Fish (Rohu),Fish (Rohu) (Deep-Fried in Coconut Oil) [Low-Oil (Light)],Meats/Poultry,Deep-Fried,Coconut Oil,34.1,259.3,45.0,8.82,0.0,0.0,0.0,84.51,2.03,2.03,727.75,251.41,0.0,0.102,24.7,0,3
IND-005585,Fish (Rohu),Fish (Rohu) (Deep-Fried in Coconut Oil) [Rich/Festive],Meats/Poultry,Deep-Fried,Coconut Oil,37.0,325.7,45.0,16.19,0.0,0.0,0.0,80.73,1.94,1.94,695.18,369.61,0.0,0.097,23.6,0,3
IND-005586,Fish (Rohu),Fish (Rohu) (Deep-Fried in Coconut Oil) [Restaurant-Style],Meats/Poultry,Deep-Fried,Coconut Oil,37.4,310.4,45.0,14.48,0.0,0.0,0.0,80.24,1.93,1.93,690.99,340.61,0.0,0.097,23.5,0,3
IND-005587,Fish (Rohu),Fish (Rohu) (Deep-Fried in Ghee) [Home-Style],Meats/Poultry,Deep-Fried,Ghee,35.8,292.4,45.0,12.49,0.0,0.0,0.0,82.34,1.98,1.98,709.09,309.94,0.0,0.099,24.1,0,3
IND-005588,Fish (Rohu),Fish (Rohu) (Deep-Fried in Ghee) [Low-Oil (Light)],Meats/Poultry,Deep-Fried,Ghee,33.8,259.5,45.0,8.83,0.0,0.0,0.0,84.82,2.04,2.04,730.4,252.05,0.0,0.102,24.8,0,3
IND-005589,Fish (Rohu),Fish (Rohu) (Deep-Fried in Ghee) [Rich/Festive],Meats/Poultry,Deep-Fried,Ghee,46.3,299.5,39.79,15.6,0.0,0.0,0.0,68.83,1.66,1.66,592.75,345.06,0.0,0.083,20.1,0,3
IND-005590,Fish (Rohu),Fish (Rohu) (Deep-Fried in Ghee) [Restaurant-Style],Meats/Poultry,Deep-Fried,Ghee,45.1,288.6,40.66,13.99,0.0,0.0,0.0,70.35,1.69,1.69,605.78,320.18,0.0,0.085,20.6,0,3
IND-005591,Fish (Rohu),Fish (Rohu) (Deep-Fried in Groundnut Oil) [Home-Style],Meats/Poultry,Deep-Fried,Groundnut Oil,45.6,268.1,40.33,11.86,0.0,0.0,0.0,69.77,1.68,1.68,600.81,283.99,0.0,0.084,20.4,0,3
IND-005592,Fish (Rohu),Fish (Rohu) (Deep-Fried in Groundnut Oil) [Low-Oil (Light)],Meats/Poultry,Deep-Fried,Groundnut Oil,46.6,230.5,39.58,8.02,0.0,0.0,0.0,68.47,1.65,1.65,589.66,218.32,0.0,0.083,20.0,0,3
IND-005593,Fish (Rohu),Fish (Rohu) (Deep-Fried in Groundnut Oil) [Rich/Festive],Meats/Poultry,Deep-Fried,Groundnut Oil,36.4,326.0,45.0,16.23,0.0,0.0,0.0,81.5,1.96,1.96,701.81,371.2,0.0,0.098,23.8,0,3
IND-005594,Fish (Rohu),Fish (Rohu) (Deep-Fried in Groundnut Oil) [Restaurant-Style],Meats/Poultry,Deep-Fried,Groundnut Oil,34.5,312.0,45.0,14.67,0.0,0.0,0.0,83.92,2.02,2.02,722.67,348.2,0.0,0.101,24.6,0,3
